dataset,stem,n_residues,n_true,marinfold_exp199,px_ss_structure,px_ss_distogram,px_msa_structure,px_msa_distogram
denovo_pdb,9x1w_A,88,43,0.813953488372093,0.9302325581395348,0.5348837209302325,0.9302325581395348,0.5116279069767442
denovo_pdb,9x1x_A,90,44,0.7954545454545454,0.8863636363636364,0.5227272727272727,0.8863636363636364,0.5227272727272727
denovo_pdb,9xzo_A,120,112,0.7410714285714286,0.7589285714285714,0.4553571428571428,0.7678571428571429,0.4642857142857143
foldbench100,5sbj_A,30,17,0.9411764705882353,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.7647058823529411
foldbench100,7pv5_A,81,64,0.765625,0.796875,0.421875,0.859375,0.484375
foldbench100,7qp5_A,245,241,0.1950207468879668,0.1410788381742738,0.1369294605809128,0.8630705394190872,0.5062240663900415
foldbench100,7qsj_A,373,347,0.579250720461095,0.4438040345821326,0.3487031700288184,0.9279538904899136,0.4322766570605187
foldbench100,7t9r_A,38,24,0.4583333333333333,0.0,0.0416666666666666,0.75,0.4166666666666667
foldbench100,7tjb_A,227,201,0.6318407960199005,0.5522388059701493,0.3681592039800995,0.8955223880597015,0.4776119402985074
foldbench100,7tlh_A,136,114,0.5350877192982456,0.131578947368421,0.1228070175438596,0.8333333333333334,0.4122807017543859
foldbench100,7uba_A,213,208,0.27884615384615385,0.0865384615384615,0.0769230769230769,0.8894230769230769,0.5721153846153846
foldbench100,7uk8_A,394,526,0.45817490494296575,0.0969581749049429,0.1387832699619771,0.8307984790874525,0.5247148288973384
foldbench100,7ur2_A,195,137,0.5620437956204379,0.2043795620437956,0.1970802919708029,0.7591240875912408,0.3795620437956204
foldbench100,7ur7_A,70,60,0.8666666666666667,0.8333333333333334,0.65,0.8333333333333334,0.65
foldbench100,7urp_A,160,134,0.4253731343283582,0.0746268656716417,0.0373134328358208,0.917910447761194,0.4328358208955223
foldbench100,7uvg_A,183,178,0.3202247191011236,0.3202247191011236,0.2752808988764045,0.8876404494382022,0.449438202247191
foldbench100,7uww_A,635,693,0.3852813852813853,0.1861471861471861,0.2092352092352092,0.84992784992785,0.4025974025974026
foldbench100,7v3o_A,328,272,0.3860294117647059,0.0735294117647058,0.0772058823529411,0.8529411764705882,0.4301470588235294
foldbench100,7w15_A,302,303,0.636963696369637,0.1749174917491749,0.1914191419141914,0.8712871287128713,0.5115511551155115
foldbench100,7wz5_A,161,113,0.035398230088495575,0.0973451327433628,0.0530973451327433,0.8672566371681416,0.5221238938053098
foldbench100,7wzm_A,492,456,0.6907894736842105,0.2631578947368421,0.2302631578947368,0.8618421052631579,0.3837719298245614
foldbench100,7x3h_A,290,296,0.5236486486486487,0.1013513513513513,0.1554054054054054,0.7297297297297297,0.4222972972972973
foldbench100,7x4p_A,307,333,0.4954954954954955,0.051051051051051,0.081081081081081,0.8258258258258259,0.5315315315315315
foldbench100,7x8l_A,514,580,0.6551724137931034,0.0551724137931034,0.0741379310344827,0.9051724137931034,0.4172413793103448
foldbench100,7xcd_A,178,148,0.12837837837837837,0.1216216216216216,0.1486486486486486,0.7905405405405406,0.6148648648648649
foldbench100,7xg9_A,288,241,0.3941908713692946,0.4190871369294606,0.3817427385892116,0.8257261410788381,0.4605809128630705
foldbench100,7xi5_A,65,42,0.7857142857142857,0.2619047619047619,0.119047619047619,0.9047619047619048,0.5714285714285714
foldbench100,7xjr_A,337,354,0.5649717514124294,0.2542372881355932,0.2259887005649717,0.9067796610169492,0.4322033898305085
foldbench100,7xlz_A,266,265,0.5622641509433962,0.1245283018867924,0.1358490566037735,0.9132075471698112,0.460377358490566
foldbench100,7xp9_A,84,45,0.24444444444444444,0.3555555555555555,0.3555555555555555,0.7555555555555555,0.5111111111111111
foldbench100,7xq4_A,514,472,0.4597457627118644,0.7033898305084746,0.3940677966101695,0.8665254237288136,0.3940677966101695
foldbench100,7xrx_A,398,396,0.1388888888888889,0.2348484848484848,0.2121212121212121,0.8813131313131313,0.5
foldbench100,7xyr_A,591,707,0.628005657708628,0.1923620933521923,0.1994342291371994,0.8826025459688827,0.4625176803394625
foldbench100,7xz3_A,325,316,0.12974683544303797,0.110759493670886,0.0886075949367088,0.8512658227848101,0.439873417721519
foldbench100,7y3h_A,413,312,0.6538461538461539,0.1506410256410256,0.1762820512820513,0.8365384615384616,0.4775641025641026
foldbench100,7y4h_A,338,320,0.546875,0.33125,0.309375,0.896875,0.36875
foldbench100,7y54_A,100,105,0.8,0.6,0.4571428571428571,0.8857142857142857,0.5619047619047619
foldbench100,7y5j_A,102,91,0.7692307692307693,0.1098901098901098,0.1758241758241758,0.8131868131868132,0.5164835164835165
foldbench100,7y5m_A,170,148,0.5675675675675675,0.0878378378378378,0.0675675675675675,0.831081081081081,0.4527027027027027
foldbench100,7y5r_A,105,97,0.7422680412371134,0.7938144329896907,0.4536082474226804,0.8762886597938144,0.3402061855670103
foldbench100,7y8h_A,100,83,0.7951807228915663,0.8072289156626506,0.3734939759036144,0.8072289156626506,0.4096385542168674
foldbench100,7y8i_A,97,83,0.7951807228915663,0.8192771084337349,0.4216867469879518,0.8192771084337349,0.4457831325301205
foldbench100,7yd4_A,185,142,0.23943661971830985,0.0774647887323943,0.1197183098591549,0.8732394366197183,0.352112676056338
foldbench100,7yhr_A,60,41,0.3902439024390244,0.3414634146341463,0.2195121951219512,0.8048780487804879,0.6097560975609756
foldbench100,7ykm_A,105,55,0.7090909090909091,0.8181818181818182,0.4727272727272727,0.8181818181818182,0.509090909090909
foldbench100,7ylr_A,330,364,0.7417582417582418,0.4010989010989011,0.2884615384615384,0.8983516483516484,0.456043956043956
foldbench100,7yug_A,118,94,0.2978723404255319,0.3936170212765957,0.3936170212765957,0.8829787234042553,0.5106382978723404
foldbench100,7yyg_A,365,221,0.18099547511312217,0.2850678733031674,0.1990950226244343,0.8642533936651584,0.4841628959276018
foldbench100,7z65_A,283,320,0.5125,0.340625,0.26875,0.89375,0.453125
foldbench100,7znz_A,761,932,0.5568669527896996,0.259656652360515,0.2660944206008583,0.9012875536480688,0.4506437768240343
foldbench100,7zoi_A,151,110,0.7363636363636363,0.3,0.2636363636363636,0.9090909090909092,0.4
foldbench100,7zs2_A,316,223,0.6905829596412556,0.2152466367713004,0.2197309417040358,0.8340807174887892,0.3991031390134529
foldbench100,7zu3_A,132,92,0.2826086956521739,0.4673913043478261,0.4347826086956521,0.4891304347826087,0.3804347826086957
foldbench100,7zv1_A,136,111,0.46846846846846846,0.2972972972972973,0.2432432432432432,0.8018018018018018,0.4774774774774775
foldbench100,8adc_A,215,170,0.3058823529411765,0.2058823529411764,0.2411764705882353,0.6705882352941176,0.4
foldbench100,8add_A,213,210,0.1761904761904762,0.0666666666666666,0.1142857142857142,0.8047619047619048,0.3904761904761905
foldbench100,8ah9_A,120,132,0.8560606060606061,0.9166666666666666,0.5303030303030303,0.9318181818181818,0.5454545454545454
foldbench100,8ak2_A,297,314,0.697452229299363,0.0573248407643312,0.0764331210191082,0.8885350318471338,0.4968152866242038
foldbench100,8akh_A,374,321,0.6417445482866043,0.190031152647975,0.1869158878504672,0.912772585669782,0.4423676012461059
foldbench100,8amo_A,399,362,0.6629834254143646,0.2154696132596685,0.1906077348066298,0.8674033149171271,0.4889502762430939
foldbench100,8arl_A,246,260,0.07692307692307693,0.2538461538461538,0.1961538461538461,0.8461538461538461,0.5846153846153846
foldbench100,8au6_A,321,168,0.16666666666666666,0.1904761904761904,0.2023809523809523,0.8095238095238095,0.3630952380952381
foldbench100,8axj_A,162,143,0.7622377622377622,0.0909090909090909,0.0839160839160839,0.8881118881118881,0.5594405594405595
foldbench100,8azb_A,521,587,0.7155025553662692,0.2470187393526405,0.2333901192504258,0.8722316865417377,0.4940374787052811
foldbench100,8b2e_A,143,130,0.5384615384615384,0.1538461538461538,0.2153846153846154,0.9,0.4846153846153846
foldbench100,8b2g_A,74,59,0.7627118644067796,0.0338983050847457,0.1016949152542373,0.8983050847457628,0.4406779661016949
foldbench100,8b2s_A,245,186,0.6559139784946236,0.1559139784946236,0.1451612903225806,0.8387096774193549,0.4946236559139785
foldbench100,8b4u_A,277,273,0.7838827838827839,0.0769230769230769,0.0952380952380952,0.8974358974358975,0.4249084249084249
foldbench100,8b5w_A,459,370,0.14054054054054055,0.1486486486486486,0.1,0.8675675675675676,0.5027027027027027
foldbench100,8b61_A,238,212,0.42924528301886794,0.1886792452830188,0.2122641509433962,0.8679245283018868,0.4292452830188679
foldbench100,8b6a_A,214,195,0.6205128205128205,0.1333333333333333,0.1538461538461538,0.917948717948718,0.4666666666666667
foldbench100,8b6e_A,66,44,0.7954545454545454,0.7727272727272727,0.4545454545454545,0.75,0.4545454545454545
foldbench100,8baq_A,208,190,0.37894736842105264,0.0368421052631578,0.0210526315789473,0.8368421052631579,0.4631578947368421
foldbench100,8bau_A,189,209,0.5885167464114832,0.0526315789473684,0.0765550239234449,0.8899521531100478,0.5263157894736842
foldbench100,8bfy_A,426,359,0.5654596100278552,0.1504178272980501,0.1699164345403899,0.8272980501392758,0.3927576601671309
foldbench100,8bgb_A,131,101,0.7722772277227723,0.4554455445544554,0.2376237623762376,0.8514851485148515,0.2574257425742574
foldbench100,8bke_A,638,494,0.4959514170040486,0.6012145748987854,0.3846153846153846,0.8866396761133604,0.4412955465587044
foldbench100,8bsb_A,177,115,0.5043478260869565,0.7652173913043478,0.6782608695652174,0.8521739130434782,0.6869565217391305
foldbench100,8bux_A,334,240,0.0875,0.0666666666666666,0.0625,0.8166666666666667,0.4375
foldbench100,8c4d_A,330,229,0.611353711790393,0.0305676855895196,0.0393013100436681,0.9213973799126638,0.5327510917030568
foldbench100,8c4y_A,314,373,0.6434316353887399,0.1796246648793565,0.2010723860589812,0.9222520107238604,0.4664879356568364
foldbench100,8cba_A,214,245,0.17142857142857143,0.236734693877551,0.2163265306122449,0.8653061224489796,0.6
foldbench100,8ci9_A,312,337,0.6439169139465876,0.0830860534124629,0.1216617210682492,0.8664688427299704,0.4807121661721068
foldbench100,8cih_A,214,158,0.27848101265822783,0.6012658227848101,0.4746835443037974,0.810126582278481,0.5949367088607594
foldbench100,8cpk_A,384,353,0.7110481586402266,0.6770538243626062,0.3257790368271954,0.9008498583569404,0.3654390934844193
foldbench100,8cpn_A,207,168,0.25595238095238093,0.5416666666666666,0.3630952380952381,0.7857142857142857,0.4880952380952381
foldbench100,8d2z_A,327,312,0.6378205128205128,0.4230769230769231,0.3493589743589743,0.8653846153846154,0.3974358974358974
foldbench100,8daj_A,302,299,0.6688963210702341,0.2809364548494983,0.2374581939799331,0.9264214046822744,0.4347826086956521
foldbench100,8dez_A,173,182,0.2032967032967033,0.3846153846153846,0.2362637362637362,0.8956043956043956,0.4395604395604395
foldbench100,8dge_A,738,914,0.5459518599562363,0.0798687089715536,0.1061269146608315,0.887308533916849,0.4989059080962801
foldbench100,8dhj_A,249,267,0.6816479400749064,0.0561797752808988,0.0636704119850187,0.9101123595505618,0.4868913857677903
foldbench100,8dmu_A,489,571,0.14010507880910683,0.0840630472854641,0.0858143607705779,0.8949211908931699,0.4711033274956217
foldbench100,8dp9_A,148,146,0.6917808219178082,0.0547945205479452,0.0273972602739726,0.815068493150685,0.4589041095890411
foldbench100,8dqd_A,377,395,0.6329113924050633,0.1569620253164557,0.1924050632911392,0.8886075949367088,0.4683544303797468
foldbench100,8dx0_A,154,135,0.7703703703703704,0.5777777777777777,0.4444444444444444,0.8222222222222222,0.5259259259259259
foldbench100,8e0r_A,468,496,0.24596774193548387,0.0564516129032258,0.125,0.8629032258064516,0.4637096774193548
foldbench100,8e5h_A,372,344,0.6424418604651163,0.3633720930232558,0.2936046511627907,0.9069767441860463,0.3343023255813953
foldbench100,8eb9_A,95,71,0.14084507042253522,0.0704225352112676,0.1126760563380281,0.1408450704225352,0.1549295774647887
foldbench100,8ec3_A,168,126,0.1746031746031746,0.2936507936507936,0.2539682539682539,0.8492063492063492,0.4603174603174603
foldbench100,8eo5_A,290,253,0.7905138339920948,0.150197628458498,0.150197628458498,0.8814229249011858,0.4545454545454545
foldbench100,8gmy_A,236,254,0.3779527559055118,0.1732283464566929,0.1850393700787401,0.7598425196850394,0.5039370078740157
foldbench100,8q8i_A,282,376,0.5106382978723404,0.0159574468085106,0.0398936170212766,0.901595744680851,0.5452127659574468
foldbench100,8ycm_A,229,196,0.4336734693877551,0.1224489795918367,0.1326530612244898,0.8316326530612245,0.4387755102040816
