target_id,eval_set,arm,numbering,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,residue_identity
7xp9_A,eval-val,esmfold2,prompt,0.767478,0.869265,0.858553,0.755841,613,1.0
8ycm_A,eval-val,esmfold2,prompt,0.883917,0.969444,0.942568,0.681992,1735,1.0
7xq4_A,eval-val,esmfold2,prompt,0.888473,0.988171,0.943252,0.509703,3676,1.0
7xrx_A,eval-val,esmfold2,prompt,0.921489,0.992917,0.983668,0.469961,3003,0.9874
7xjr_A,eval-val,esmfold2,prompt,0.893897,0.982941,0.956699,0.551028,2493,1.0
7xyr_A,eval-val,esmfold2,prompt,0.911808,0.993331,0.975275,0.455522,4383,1.0
7xz3_A,eval-val,esmfold2,prompt,0.8942,0.961709,0.921245,1.283154,2198,1.0
7y4h_A,eval-val,esmfold2,prompt,0.917943,0.989363,0.965046,0.41817,2546,1.0
7y54_A,eval-val,esmfold2,prompt,0.852338,0.930439,0.8325,1.368913,775,1.0
7y5m_A,eval-val,esmfold2,prompt,0.670589,0.856189,0.733871,1.990858,1237,1.0
7y5r_A,eval-val,esmfold2,prompt,0.893273,0.962181,0.957143,0.568169,811,1.0
7y8h_A,eval-val,esmfold2,prompt,0.85052,0.95234,0.956522,0.532229,731,1.0
7y8i_A,eval-val,esmfold2,prompt,0.838757,0.949476,0.957317,0.48261,665,1.0
7y5j_A,eval-val,esmfold2,prompt,0.876787,0.970971,0.973684,0.399321,753,1.0
7yd4_A,eval-val,esmfold2,prompt,0.591981,0.779948,0.578212,2.595635,1275,1.0
7yhr_A,eval-val,esmfold2,prompt,0.885599,0.959126,0.983051,0.371306,471,1.0
7ykm_A,eval-val,esmfold2,prompt,0.857148,0.936945,0.932099,0.887155,635,1.0
7ylr_A,eval-val,esmfold2,prompt,0.86487,0.933199,0.761503,1.100011,2467,1.0
8gmy_A,eval-val,esmfold2,prompt,0.778515,0.898906,0.783105,1.689838,1775,1.0
7yug_A,eval-val,esmfold2,prompt,0.901408,0.969223,0.952991,0.473796,953,1.0
7yyg_A,eval-val,esmfold2,prompt,0.752506,0.717896,0.38,2.666323,2067,1.0
7z65_A,eval-val,esmfold2,prompt,0.90981,0.975925,0.941696,1.413401,2217,1.0
7znz_A,eval-val,esmfold2,prompt,0.897193,0.975257,0.915243,1.4032,5811,1.0
7zoi_A,eval-val,esmfold2,prompt,0.925324,0.988096,0.987903,0.266339,939,1.0
7zs2_A,eval-val,esmfold2,prompt,0.839994,0.733092,0.411871,2.686047,2135,1.0
7zu3_A,eval-val,esmfold2,prompt,0.499588,0.524143,0.162698,6.945448,1003,0.9762
7zv1_A,eval-val,esmfold2,prompt,0.778631,0.836231,0.41055,4.625757,839,1.0
8adc_A,eval-val,esmfold2,prompt,0.717441,0.836367,0.634058,2.685696,1616,0.971
8add_A,eval-val,esmfold2,prompt,0.891783,0.967723,0.945498,0.686341,1655,0.9858
8akh_A,eval-val,esmfold2,prompt,0.889219,0.989045,0.970405,0.41742,2499,1.0
8ak2_A,eval-val,esmfold2,prompt,0.890781,0.982069,0.948962,0.503375,2383,1.0
8arl_A,eval-val,esmfold2,prompt,0.833287,0.893829,0.735991,1.518877,2077,1.0
8q8i_A,eval-val,esmfold2,prompt,0.841692,0.945044,0.819892,2.124952,2325,1.0
8au6_A,eval-val,esmfold2,prompt,0.924691,0.907422,0.476815,2.961307,1799,0.9879
8axj_A,eval-val,esmfold2,prompt,0.879883,0.959663,0.944099,0.889351,1269,1.0
8azb_A,eval-val,esmfold2,prompt,0.888772,0.843032,0.482036,2.177844,4029,1.0
8b2e_A,eval-val,esmfold2,prompt,0.948497,0.993187,0.994681,0.212962,1043,1.0
8b2g_A,eval-val,esmfold2,prompt,0.954993,0.981381,0.986486,0.259867,542,1.0
8b2s_A,eval-val,esmfold2,prompt,0.886773,0.665317,0.130208,6.087307,1804,1.0
8b4u_A,eval-val,esmfold2,prompt,0.931483,0.987701,0.977695,0.471977,2119,1.0
8b5w_A,eval-val,esmfold2,prompt,0.504984,0.619648,0.221098,6.127762,2722,1.0
8b61_A,eval-val,esmfold2,prompt,0.789217,0.828961,0.635787,1.81127,1572,1.0
8b6a_A,eval-val,esmfold2,prompt,0.931582,0.986298,0.975714,0.355602,1331,1.0
8b6e_A,eval-val,esmfold2,prompt,0.847919,0.895616,0.903846,1.175378,401,1.0
8baq_A,eval-val,esmfold2,prompt,0.906732,0.990021,0.980769,0.317173,1703,1.0
8bau_A,eval-val,esmfold2,prompt,0.880751,0.9677,0.941799,0.667248,1535,1.0
8bfy_A,eval-val,esmfold2,prompt,0.894429,0.937282,0.726463,1.1059,2973,1.0
8bgb_A,eval-val,esmfold2,prompt,0.931837,0.980442,0.980769,0.648787,979,1.0
8bke_A,eval-val,esmfold2,prompt,0.832046,0.969105,0.909463,0.989654,3237,1.0
8bsb_A,eval-val,esmfold2,prompt,0.861497,0.962164,0.915094,0.578355,1267,1.0
8bux_A,eval-val,esmfold2,prompt,0.246439,0.242133,0.00692,13.916515,2156,0.9792
8c4d_A,eval-val,esmfold2,prompt,0.96284,0.996222,1.0,0.180284,1469,1.0
7xlz_A,eval-val,esmfold2,prompt,0.896104,0.988819,0.983402,0.386223,1917,1.0
8c4y_A,eval-val,esmfold2,prompt,0.890709,0.977558,0.915064,0.577433,2457,1.0
8cba_A,eval-val,esmfold2,prompt,0.72305,0.887333,0.7,1.63495,1662,1.0
8ci9_A,eval-val,esmfold2,prompt,0.838166,0.964249,0.89134,0.798792,2376,1.0
8cih_A,eval-val,esmfold2,prompt,0.868853,0.911193,0.761968,1.154204,1464,1.0
8amo_A,eval-val,esmfold2,prompt,0.870168,0.973589,0.914935,0.766185,2971,1.0
8cpk_A,eval-val,esmfold2,prompt,0.907157,0.98695,0.975911,0.676519,2723,1.0
8cpn_A,eval-val,esmfold2,prompt,0.858432,0.954485,0.921384,0.718069,1273,1.0
8d2z_A,eval-val,esmfold2,prompt,0.920405,0.981574,0.945261,0.539074,2348,1.0
8daj_A,eval-val,esmfold2,prompt,0.934717,0.984677,0.969371,0.640778,2277,1.0
8dez_A,eval-val,esmfold2,prompt,0.821973,0.905773,0.751445,1.755995,1331,1.0
8dge_A,eval-val,esmfold2,prompt,0.885439,0.979298,0.864569,0.794042,5658,1.0
8dhj_A,eval-val,esmfold2,prompt,0.913212,0.988556,0.971398,0.358275,1923,1.0
8dmu_A,eval-val,esmfold2,prompt,0.908045,0.989524,0.966387,0.525425,3715,1.0
8dp9_A,eval-val,esmfold2,prompt,0.869167,0.920992,0.864662,1.206174,1057,1.0
8dqd_A,eval-val,esmfold2,prompt,0.869622,0.9559,0.783108,0.912953,2887,1.0
8dx0_A,eval-val,esmfold2,prompt,0.84951,0.948946,0.922662,0.858279,1115,1.0
8e0r_A,eval-val,esmfold2,prompt,0.882052,0.962973,0.902512,1.478762,3370,1.0
8e5h_A,eval-val,esmfold2,prompt,0.922522,0.993788,0.986413,0.351636,2763,1.0
8eb9_A,eval-val,esmfold2,prompt,0.311853,0.391043,0.087079,7.261167,653,1.0
8ec3_A,eval-val,esmfold2,prompt,0.711752,0.821362,0.558065,2.83828,1229,1.0
8eo5_A,eval-val,esmfold2,prompt,0.91542,0.983632,0.967593,0.513918,2025,1.0
