target_id,eval_set,arm,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,cif
8xjg_A,eval-test,protenix_v2_msa,0.863817,0.681748,0.349662,2.95568,1104,msa/msa/8xjg_A/predictions/8xjg_A/seed_42/predictions/8xjg_A_sample_0.cif
8xpk_A,eval-test,protenix_v2_msa,0.921085,0.994544,0.997047,0.253392,2042,msa/msa/8xpk_A/predictions/8xpk_A/seed_42/predictions/8xpk_A_sample_0.cif
8xrh_A,eval-test,protenix_v2_msa,0.836087,0.95185,0.872751,1.427584,2973,msa/msa/8xrh_A/predictions/8xrh_A/seed_42/predictions/8xrh_A_sample_0.cif
8y9p_A,eval-test,protenix_v2_msa,0.85025,0.95437,0.928205,1.003838,1572,msa/msa/8y9p_A/predictions/8y9p_A/seed_42/predictions/8y9p_A_sample_0.cif
8ycm_A,eval-val,protenix_v2_msa,0.863081,0.969509,0.947072,0.733975,1736,msa/msa/8ycm_A/predictions/8ycm_A/seed_42/predictions/8ycm_A_sample_0.cif
8ye0_A,eval-test,protenix_v2_msa,0.863734,0.982807,0.967014,0.628047,2360,msa/msa/8ye0_A/predictions/8ye0_A/seed_42/predictions/8ye0_A_sample_0.cif
8yxk_A,eval-test,protenix_v2_msa,0.928046,0.989032,0.983444,0.290387,1163,msa/msa/8yxk_A/predictions/8yxk_A/seed_42/predictions/8yxk_A_sample_0.cif
8z4q_A,eval-test,protenix_v2_msa,0.927684,0.99388,0.979482,0.360792,3740,msa/msa/8z4q_A/predictions/8z4q_A/seed_42/predictions/8z4q_A_sample_0.cif
8zqf_A,eval-test,protenix_v2_msa,0.891557,0.986414,0.980964,0.376658,1510,msa/msa/8zqf_A/predictions/8zqf_A/seed_42/predictions/8zqf_A_sample_0.cif
9aue_A,eval-test,protenix_v2_msa,0.903426,0.990677,0.972892,0.422705,3138,msa/msa/9aue_A/predictions/9aue_A/seed_42/predictions/9aue_A_sample_0.cif
9azz_A,eval-test,protenix_v2_msa,0.804142,0.922263,0.795977,1.657716,1393,msa/msa/9azz_A/predictions/9azz_A/seed_42/predictions/9azz_A_sample_0.cif
9b1u_A,eval-test,protenix_v2_msa,0.792141,0.891686,0.64849,1.473892,2223,msa/msa/9b1u_A/predictions/9b1u_A/seed_42/predictions/9b1u_A_sample_0.cif
9b8e_A,eval-test,protenix_v2_msa,0.850283,0.960792,0.923423,0.909572,1804,msa/msa/9b8e_A/predictions/9b8e_A/seed_42/predictions/9b8e_A_sample_0.cif
9bjx_A,eval-test,protenix_v2_msa,0.937014,0.997028,0.995245,0.223401,2964,msa/msa/9bjx_A/predictions/9bjx_A/seed_42/predictions/9bjx_A_sample_0.cif
9bks_A,eval-test,protenix_v2_msa,0.91593,0.937316,0.955479,0.746556,590,msa/msa/9bks_A/predictions/9bks_A/seed_42/predictions/9bks_A_sample_0.cif
9cfj_A,eval-test,protenix_v2_msa,0.850763,0.978454,0.955616,0.613149,2120,msa/msa/9cfj_A/predictions/9cfj_A/seed_42/predictions/9cfj_A_sample_0.cif
9crn_A,eval-test,protenix_v2_msa,0.852519,0.967243,0.889197,0.809938,2960,msa/msa/9crn_A/predictions/9crn_A/seed_42/predictions/9crn_A_sample_0.cif
9d91_A,eval-test,protenix_v2_msa,0.821424,0.935888,0.861465,1.371886,2406,msa/msa/9d91_A/predictions/9d91_A/seed_42/predictions/9d91_A_sample_0.cif
9etn_A,eval-test,protenix_v2_msa,0.896119,0.980654,0.930581,0.781528,4231,msa/msa/9etn_A/predictions/9etn_A/seed_42/predictions/9etn_A_sample_0.cif
9evq_A,eval-test,protenix_v2_msa,0.82416,0.948956,0.864486,1.209527,1728,msa/msa/9evq_A/predictions/9evq_A/seed_42/predictions/9evq_A_sample_0.cif
9f9u_A,eval-test,protenix_v2_msa,0.802263,0.880466,0.733824,1.230687,1370,msa/msa/9f9u_A/predictions/9f9u_A/seed_42/predictions/9f9u_A_sample_0.cif
9fce_A,eval-test,protenix_v2_msa,0.891358,0.975932,0.961538,0.657761,1632,msa/msa/9fce_A/predictions/9fce_A/seed_42/predictions/9fce_A_sample_0.cif
9fgp_A,eval-test,protenix_v2_msa,0.84967,0.952558,0.923214,0.739116,1140,msa/msa/9fgp_A/predictions/9fgp_A/seed_42/predictions/9fgp_A_sample_0.cif
9fow_A,eval-test,protenix_v2_msa,0.804946,0.923897,0.894309,0.944447,969,msa/msa/9fow_A/predictions/9fow_A/seed_42/predictions/9fow_A_sample_0.cif
9fym_A,eval-test,protenix_v2_msa,0.861537,0.9642,0.921584,1.071609,2597,msa/msa/9fym_A/predictions/9fym_A/seed_42/predictions/9fym_A_sample_0.cif
9gso_A,eval-test,protenix_v2_msa,0.902701,0.9573,0.937126,0.926304,1375,msa/msa/9gso_A/predictions/9gso_A/seed_42/predictions/9gso_A_sample_0.cif
9ijc_A,eval-test,protenix_v2_msa,0.936743,0.994749,0.992883,0.261697,2338,msa/msa/9ijc_A/predictions/9ijc_A/seed_42/predictions/9ijc_A_sample_0.cif
9iuh_A,eval-test,protenix_v2_msa,0.917962,0.994163,0.986618,0.325871,3251,msa/msa/9iuh_A/predictions/9iuh_A/seed_42/predictions/9iuh_A_sample_0.cif
9j0v_A,eval-test,protenix_v2_msa,0.845185,0.963985,0.893293,0.756138,1872,msa/msa/9j0v_A/predictions/9j0v_A/seed_42/predictions/9j0v_A_sample_0.cif
9jq9_A,eval-test,protenix_v2_msa,0.896513,0.972746,0.954545,0.515099,1429,msa/msa/9jq9_A/predictions/9jq9_A/seed_42/predictions/9jq9_A_sample_0.cif
5sbj_A,eval-denovo,protenix_v2_single_seq,0.784776,0.629612,0.821429,0.805725,199,single_seq/single_seq/5sbj_A/predictions/5sbj_A/seed_42/predictions/5sbj_A_sample_0.cif
7pv5_A,eval-val,protenix_v2_single_seq,0.776115,0.919808,0.913333,0.578422,622,single_seq/single_seq/7pv5_A/predictions/7pv5_A/seed_42/predictions/7pv5_A_sample_0.cif
7qp5_A,eval-val,protenix_v2_single_seq,0.298336,0.35541,0.03527,10.284014,1936,single_seq/single_seq/7qp5_A/predictions/7qp5_A/seed_42/predictions/7qp5_A_sample_0.cif
7qsj_A,eval-val,protenix_v2_single_seq,0.423133,0.555764,0.194364,6.614277,2688,single_seq/single_seq/7qsj_A/predictions/7qsj_A/seed_42/predictions/7qsj_A_sample_0.cif
7t9r_A,eval-val,protenix_v2_single_seq,0.338924,0.26854,0.157895,6.049193,316,single_seq/single_seq/7t9r_A/predictions/7t9r_A/seed_42/predictions/7t9r_A_sample_0.cif
7tjb_A,eval-val,protenix_v2_single_seq,0.561681,0.738166,0.480856,3.739921,1770,single_seq/single_seq/7tjb_A/predictions/7tjb_A/seed_42/predictions/7tjb_A_sample_0.cif
7tlh_A,eval-val,protenix_v2_single_seq,0.271062,0.287184,0.034274,9.583616,939,single_seq/single_seq/7tlh_A/predictions/7tlh_A/seed_42/predictions/7tlh_A_sample_0.cif
7uba_A,eval-val,protenix_v2_single_seq,0.2846,0.344899,0.046791,9.860652,1492,single_seq/single_seq/7uba_A/predictions/7uba_A/seed_42/predictions/7uba_A_sample_0.cif
7uk8_A,eval-val,protenix_v2_single_seq,0.294004,0.432919,0.048956,7.781573,3137,single_seq/single_seq/7uk8_A/predictions/7uk8_A/seed_42/predictions/7uk8_A_sample_0.cif
7ur2_A,eval-val,protenix_v2_single_seq,0.414955,0.514707,0.173437,6.913772,1277,single_seq/single_seq/7ur2_A/predictions/7ur2_A/seed_42/predictions/7ur2_A_sample_0.cif
7ur7_A,eval-denovo,protenix_v2_single_seq,0.818782,0.878968,0.845238,0.905311,534,single_seq/single_seq/7ur7_A/predictions/7ur7_A/seed_42/predictions/7ur7_A_sample_0.cif
7urp_A,eval-val,protenix_v2_single_seq,0.286022,0.3896,0.075472,7.665196,1185,single_seq/single_seq/7urp_A/predictions/7urp_A/seed_42/predictions/7urp_A_sample_0.cif
7uvg_A,eval-val,protenix_v2_single_seq,0.280096,0.452017,0.058735,8.293983,1301,single_seq/single_seq/7uvg_A/predictions/7uvg_A/seed_42/predictions/7uvg_A_sample_0.cif
7uww_A,eval-val,protenix_v2_single_seq,0.302603,0.315557,0.007911,13.628819,4835,single_seq/single_seq/7uww_A/predictions/7uww_A/seed_42/predictions/7uww_A_sample_0.cif
7v3o_A,eval-val,protenix_v2_single_seq,0.244626,0.289008,0.011733,12.84319,2200,single_seq/single_seq/7v3o_A/predictions/7v3o_A/seed_42/predictions/7v3o_A_sample_0.cif
7w15_A,eval-val,protenix_v2_single_seq,0.283797,0.305006,0.0657,10.874808,2354,single_seq/single_seq/7w15_A/predictions/7w15_A/seed_42/predictions/7w15_A_sample_0.cif
7wr2_A,eval-test,protenix_v2_single_seq,0.748795,0.908196,0.849265,1.005088,1088,single_seq/single_seq/7wr2_A/predictions/7wr2_A/seed_42/predictions/7wr2_A_sample_0.cif
7wu8_A,eval-test,protenix_v2_single_seq,0.780047,0.850666,0.795732,0.972453,632,single_seq/single_seq/7wu8_A/predictions/7wu8_A/seed_42/predictions/7wu8_A_sample_0.cif
7wz5_A,eval-val,protenix_v2_single_seq,0.348199,0.396911,0.114907,7.347182,1256,single_seq/single_seq/7wz5_A/predictions/7wz5_A/seed_42/predictions/7wz5_A_sample_0.cif
7wzm_A,eval-val,protenix_v2_single_seq,0.40879,0.508096,0.096616,9.500526,3469,single_seq/single_seq/7wzm_A/predictions/7wzm_A/seed_42/predictions/7wzm_A_sample_0.cif
7x3h_A,eval-val,protenix_v2_single_seq,0.312232,0.303726,0.015399,12.530819,2196,single_seq/single_seq/7x3h_A/predictions/7x3h_A/seed_42/predictions/7x3h_A_sample_0.cif
7x4p_A,eval-val,protenix_v2_single_seq,0.330836,0.370918,0.091503,8.730076,2514,single_seq/single_seq/7x4p_A/predictions/7x4p_A/seed_42/predictions/7x4p_A_sample_0.cif
7x8l_A,eval-val,protenix_v2_single_seq,0.234347,0.361647,0.02544,12.191434,3932,single_seq/single_seq/7x8l_A/predictions/7x8l_A/seed_42/predictions/7x8l_A_sample_0.cif
7xcd_A,eval-val,protenix_v2_single_seq,0.372035,0.361931,0.105337,9.910267,1438,single_seq/single_seq/7xcd_A/predictions/7xcd_A/seed_42/predictions/7xcd_A_sample_0.cif
7xg9_A,eval-val,protenix_v2_single_seq,0.585932,0.725954,0.343531,5.303478,2181,single_seq/single_seq/7xg9_A/predictions/7xg9_A/seed_42/predictions/7xg9_A_sample_0.cif
7xhz_A,eval-test,protenix_v2_single_seq,0.389935,0.43202,0.094156,7.996024,1844,single_seq/single_seq/7xhz_A/predictions/7xhz_A/seed_42/predictions/7xhz_A_sample_0.cif
7xi5_A,eval-val,protenix_v2_single_seq,0.389509,0.369381,0.153509,6.007199,439,single_seq/single_seq/7xi5_A/predictions/7xi5_A/seed_42/predictions/7xi5_A_sample_0.cif
7xjr_A,eval-val,protenix_v2_single_seq,0.407558,0.588018,0.220588,7.380219,2493,single_seq/single_seq/7xjr_A/predictions/7xjr_A/seed_42/predictions/7xjr_A_sample_0.cif
7xlz_A,eval-val,protenix_v2_single_seq,0.297601,0.321247,0.073651,10.777234,1917,single_seq/single_seq/7xlz_A/predictions/7xlz_A/seed_42/predictions/7xlz_A_sample_0.cif
7xp9_A,eval-val,protenix_v2_single_seq,0.572917,0.621129,0.361842,3.550148,613,single_seq/single_seq/7xp9_A/predictions/7xp9_A/seed_42/predictions/7xp9_A_sample_0.cif
7xq4_A,eval-val,protenix_v2_single_seq,0.699347,0.756668,0.240798,4.468255,3676,single_seq/single_seq/7xq4_A/predictions/7xq4_A/seed_42/predictions/7xq4_A_sample_0.cif
7xrx_A,eval-val,protenix_v2_single_seq,0.39225,0.500174,0.08794,7.65311,3003,single_seq/single_seq/7xrx_A/predictions/7xrx_A/seed_42/predictions/7xrx_A_sample_0.cif
7xyr_A,eval-val,protenix_v2_single_seq,0.306589,0.375077,0.039835,10.630898,4383,single_seq/single_seq/7xyr_A/predictions/7xyr_A/seed_42/predictions/7xyr_A_sample_0.cif
7xz3_A,eval-val,protenix_v2_single_seq,0.27683,0.259016,0.033883,10.471774,2198,single_seq/single_seq/7xz3_A/predictions/7xz3_A/seed_42/predictions/7xz3_A_sample_0.cif
7y3h_A,eval-val,protenix_v2_single_seq,0.431286,0.305529,0.017045,13.771837,2988,single_seq/single_seq/7y3h_A/predictions/7y3h_A/seed_42/predictions/7y3h_A_sample_0.cif
7y4h_A,eval-val,protenix_v2_single_seq,0.438936,0.587997,0.151216,7.505621,2546,single_seq/single_seq/7y4h_A/predictions/7y4h_A/seed_42/predictions/7y4h_A_sample_0.cif
7y54_A,eval-val,protenix_v2_single_seq,0.287192,0.318017,0.055,8.827402,775,single_seq/single_seq/7y54_A/predictions/7y54_A/seed_42/predictions/7y54_A_sample_0.cif
7y5j_A,eval-val,protenix_v2_single_seq,0.388261,0.557429,0.323684,3.845549,753,single_seq/single_seq/7y5j_A/predictions/7y5j_A/seed_42/predictions/7y5j_A_sample_0.cif
7y5m_A,eval-val,protenix_v2_single_seq,0.271165,0.331529,0.041935,8.642843,1237,single_seq/single_seq/7y5m_A/predictions/7y5m_A/seed_42/predictions/7y5m_A_sample_0.cif
7y5r_A,eval-val,protenix_v2_single_seq,0.716755,0.859338,0.704762,3.102011,812,single_seq/single_seq/7y5r_A/predictions/7y5r_A/seed_42/predictions/7y5r_A_sample_0.cif
7y8h_A,eval-val,protenix_v2_single_seq,0.51945,0.684347,0.304348,4.766248,732,single_seq/single_seq/7y8h_A/predictions/7y8h_A/seed_42/predictions/7y8h_A_sample_0.cif
7y8i_A,eval-val,protenix_v2_single_seq,0.504493,0.687691,0.39939,6.513888,665,single_seq/single_seq/7y8i_A/predictions/7y8i_A/seed_42/predictions/7y8i_A_sample_0.cif
7yd4_A,eval-val,protenix_v2_single_seq,0.361949,0.426692,0.198324,7.328083,1275,single_seq/single_seq/7yd4_A/predictions/7yd4_A/seed_42/predictions/7yd4_A_sample_0.cif
7yhr_A,eval-val,protenix_v2_single_seq,0.508392,0.501806,0.419492,2.97142,471,single_seq/single_seq/7yhr_A/predictions/7yhr_A/seed_42/predictions/7yhr_A_sample_0.cif
7ykm_A,eval-val,protenix_v2_single_seq,0.797485,0.906493,0.901235,1.293085,635,single_seq/single_seq/7ykm_A/predictions/7ykm_A/seed_42/predictions/7ykm_A_sample_0.cif
7ylr_A,eval-val,protenix_v2_single_seq,0.404052,0.480376,0.097393,10.985078,2467,single_seq/single_seq/7ylr_A/predictions/7ylr_A/seed_42/predictions/7ylr_A_sample_0.cif
7yug_A,eval-val,protenix_v2_single_seq,0.62041,0.704441,0.547009,2.543326,953,single_seq/single_seq/7yug_A/predictions/7yug_A/seed_42/predictions/7yug_A_sample_0.cif
7yyg_A,eval-val,protenix_v2_single_seq,0.459852,0.446259,0.03,10.947049,2067,single_seq/single_seq/7yyg_A/predictions/7yyg_A/seed_42/predictions/7yyg_A_sample_0.cif
7z65_A,eval-val,protenix_v2_single_seq,0.349889,0.544401,0.204064,6.709441,2218,single_seq/single_seq/7z65_A/predictions/7z65_A/seed_42/predictions/7z65_A_sample_0.cif
7znz_A,eval-val,protenix_v2_single_seq,0.406561,0.428148,0.03088,12.129405,5811,single_seq/single_seq/7znz_A/predictions/7znz_A/seed_42/predictions/7znz_A_sample_0.cif
7zoi_A,eval-val,protenix_v2_single_seq,0.366983,0.432421,0.247984,5.156863,939,single_seq/single_seq/7zoi_A/predictions/7zoi_A/seed_42/predictions/7zoi_A_sample_0.cif
7zs2_A,eval-val,protenix_v2_single_seq,0.362178,0.312015,0.010791,12.141848,2136,single_seq/single_seq/7zs2_A/predictions/7zs2_A/seed_42/predictions/7zs2_A_sample_0.cif
7zu3_A,eval-val,protenix_v2_single_seq,0.573972,0.583654,0.321429,6.031597,1004,single_seq/single_seq/7zu3_A/predictions/7zu3_A/seed_42/predictions/7zu3_A_sample_0.cif
7zv1_A,eval-val,protenix_v2_single_seq,0.345524,0.388184,0.137615,6.173801,839,single_seq/single_seq/7zv1_A/predictions/7zv1_A/seed_42/predictions/7zv1_A_sample_0.cif
8adc_A,eval-val,protenix_v2_single_seq,0.499286,0.663026,0.353865,3.211604,1617,single_seq/single_seq/8adc_A/predictions/8adc_A/seed_42/predictions/8adc_A_sample_0.cif
8add_A,eval-val,protenix_v2_single_seq,0.267613,0.267399,0.051887,10.205697,1661,single_seq/single_seq/8add_A/predictions/8add_A/seed_42/predictions/8add_A_sample_0.cif
8ah9_A,eval-denovo,protenix_v2_single_seq,0.815054,0.955905,0.943478,0.6254,925,single_seq/single_seq/8ah9_A/predictions/8ah9_A/seed_42/predictions/8ah9_A_sample_0.cif
8ak2_A,eval-val,protenix_v2_single_seq,0.271439,0.364178,0.054498,10.656739,2383,single_seq/single_seq/8ak2_A/predictions/8ak2_A/seed_42/predictions/8ak2_A_sample_0.cif
8akh_A,eval-val,protenix_v2_single_seq,0.339399,0.364151,0.066978,10.680921,2499,single_seq/single_seq/8akh_A/predictions/8akh_A/seed_42/predictions/8akh_A_sample_0.cif
8amo_A,eval-val,protenix_v2_single_seq,0.374676,0.357588,0.069481,10.749151,2971,single_seq/single_seq/8amo_A/predictions/8amo_A/seed_42/predictions/8amo_A_sample_0.cif
8an4_A,eval-test,protenix_v2_single_seq,0.267721,0.259112,0.025641,10.785862,1498,single_seq/single_seq/8an4_A/predictions/8an4_A/seed_42/predictions/8an4_A_sample_0.cif
8arl_A,eval-val,protenix_v2_single_seq,0.409803,0.563048,0.019397,8.439623,2077,single_seq/single_seq/8arl_A/predictions/8arl_A/seed_42/predictions/8arl_A_sample_0.cif
8au6_A,eval-val,protenix_v2_single_seq,0.374199,0.436777,0.141129,8.163002,1799,single_seq/single_seq/8au6_A/predictions/8au6_A/seed_42/predictions/8au6_A_sample_0.cif
8axj_A,eval-val,protenix_v2_single_seq,0.296213,0.415663,0.071429,8.92043,1270,single_seq/single_seq/8axj_A/predictions/8axj_A/seed_42/predictions/8axj_A_sample_0.cif
8axs_A,eval-test,protenix_v2_single_seq,0.444249,0.467243,0.077661,9.282602,4507,single_seq/single_seq/8axs_A/predictions/8axs_A/seed_42/predictions/8axs_A_sample_0.cif
8azb_A,eval-val,protenix_v2_single_seq,0.356625,0.334152,0.033433,12.072929,4029,single_seq/single_seq/8azb_A/predictions/8azb_A/seed_42/predictions/8azb_A_sample_0.cif
8b2e_A,eval-val,protenix_v2_single_seq,0.335434,0.329453,0.051418,7.380569,1044,single_seq/single_seq/8b2e_A/predictions/8b2e_A/seed_42/predictions/8b2e_A_sample_0.cif
8b2g_A,eval-val,protenix_v2_single_seq,0.31234,0.297786,0.067568,6.933223,543,single_seq/single_seq/8b2g_A/predictions/8b2g_A/seed_42/predictions/8b2g_A_sample_0.cif
8b2s_A,eval-val,protenix_v2_single_seq,0.405376,0.403111,0.039583,10.832159,1805,single_seq/single_seq/8b2s_A/predictions/8b2s_A/seed_42/predictions/8b2s_A_sample_0.cif
8b4u_A,eval-val,protenix_v2_single_seq,0.366412,0.459845,0.119888,8.039095,2119,single_seq/single_seq/8b4u_A/predictions/8b4u_A/seed_42/predictions/8b4u_A_sample_0.cif
8b5w_A,eval-val,protenix_v2_single_seq,0.291871,0.383322,0.058526,9.867002,2723,single_seq/single_seq/8b5w_A/predictions/8b5w_A/seed_42/predictions/8b5w_A_sample_0.cif
8b61_A,eval-val,protenix_v2_single_seq,0.297039,0.345741,0.060914,10.11277,1572,single_seq/single_seq/8b61_A/predictions/8b61_A/seed_42/predictions/8b61_A_sample_0.cif
8b6a_A,eval-val,protenix_v2_single_seq,0.259233,0.306069,0.05,9.929112,1332,single_seq/single_seq/8b6a_A/predictions/8b6a_A/seed_42/predictions/8b6a_A_sample_0.cif
8b6e_A,eval-val,protenix_v2_single_seq,0.828997,0.874824,0.865385,1.23148,401,single_seq/single_seq/8b6e_A/predictions/8b6e_A/seed_42/predictions/8b6e_A_sample_0.cif
8baq_A,eval-val,protenix_v2_single_seq,0.266403,0.281084,0.045673,10.201333,1704,single_seq/single_seq/8baq_A/predictions/8baq_A/seed_42/predictions/8baq_A_sample_0.cif
8bau_A,eval-val,protenix_v2_single_seq,0.265732,0.327762,0.025132,11.456368,1536,single_seq/single_seq/8bau_A/predictions/8bau_A/seed_42/predictions/8bau_A_sample_0.cif
8bfy_A,eval-val,protenix_v2_single_seq,0.281123,0.32604,0.022265,14.066918,2974,single_seq/single_seq/8bfy_A/predictions/8bfy_A/seed_42/predictions/8bfy_A_sample_0.cif
8bgb_A,eval-val,protenix_v2_single_seq,0.597337,0.75518,0.473077,3.435103,979,single_seq/single_seq/8bgb_A/predictions/8bgb_A/seed_42/predictions/8bgb_A_sample_0.cif
8bke_A,eval-val,protenix_v2_single_seq,0.62902,0.89487,0.573014,2.977586,3237,single_seq/single_seq/8bke_A/predictions/8bke_A/seed_42/predictions/8bke_A_sample_0.cif
8bsb_A,eval-val,protenix_v2_single_seq,0.827972,0.922081,0.798742,1.013254,1267,single_seq/single_seq/8bsb_A/predictions/8bsb_A/seed_42/predictions/8bsb_A_sample_0.cif
8bux_A,eval-val,protenix_v2_single_seq,0.306026,0.298984,0.022491,12.10021,2156,single_seq/single_seq/8bux_A/predictions/8bux_A/seed_42/predictions/8bux_A_sample_0.cif
8c4d_A,eval-val,protenix_v2_single_seq,0.507553,0.668096,0.36413,3.588675,1469,single_seq/single_seq/8c4d_A/predictions/8c4d_A/seed_42/predictions/8c4d_A_sample_0.cif
8c4y_A,eval-val,protenix_v2_single_seq,0.310537,0.342899,0.055288,12.654037,2457,single_seq/single_seq/8c4y_A/predictions/8c4y_A/seed_42/predictions/8c4y_A_sample_0.cif
8cba_A,eval-val,protenix_v2_single_seq,0.360537,0.428161,0.057692,9.108121,1662,single_seq/single_seq/8cba_A/predictions/8cba_A/seed_42/predictions/8cba_A_sample_0.cif
8ci9_A,eval-val,protenix_v2_single_seq,0.270585,0.36722,0.050654,10.130302,2377,single_seq/single_seq/8ci9_A/predictions/8ci9_A/seed_42/predictions/8ci9_A_sample_0.cif
8cih_A,eval-val,protenix_v2_single_seq,0.717665,0.857826,0.664894,2.039248,1464,single_seq/single_seq/8cih_A/predictions/8cih_A/seed_42/predictions/8cih_A_sample_0.cif
8cjd_A,eval-test,protenix_v2_single_seq,0.2456,0.29856,0.009055,17.075621,5264,single_seq/single_seq/8cjd_A/predictions/8cjd_A/seed_42/predictions/8cjd_A_sample_0.cif
8cpk_A,eval-val,protenix_v2_single_seq,0.727156,0.905733,0.780599,2.560034,2724,single_seq/single_seq/8cpk_A/predictions/8cpk_A/seed_42/predictions/8cpk_A_sample_0.cif
8cpn_A,eval-val,protenix_v2_single_seq,0.27215,0.240862,0.015723,10.457275,1273,single_seq/single_seq/8cpn_A/predictions/8cpn_A/seed_42/predictions/8cpn_A_sample_0.cif
8d2z_A,eval-val,protenix_v2_single_seq,0.55894,0.703408,0.273693,5.812997,2349,single_seq/single_seq/8d2z_A/predictions/8d2z_A/seed_42/predictions/8d2z_A_sample_0.cif
8daj_A,eval-val,protenix_v2_single_seq,0.430403,0.587845,0.19702,6.709699,2278,single_seq/single_seq/8daj_A/predictions/8daj_A/seed_42/predictions/8daj_A_sample_0.cif
8dez_A,eval-val,protenix_v2_single_seq,0.420955,0.487213,0.147399,7.609147,1331,single_seq/single_seq/8dez_A/predictions/8dez_A/seed_42/predictions/8dez_A_sample_0.cif
8dge_A,eval-val,protenix_v2_single_seq,0.26753,0.323935,0.006011,15.169378,5658,single_seq/single_seq/8dge_A/predictions/8dge_A/seed_42/predictions/8dge_A_sample_0.cif
8dhj_A,eval-val,protenix_v2_single_seq,0.299882,0.321747,0.023305,10.631462,1924,single_seq/single_seq/8dhj_A/predictions/8dhj_A/seed_42/predictions/8dhj_A_sample_0.cif
8dmu_A,eval-val,protenix_v2_single_seq,0.245475,0.300355,0.028361,13.149698,3715,single_seq/single_seq/8dmu_A/predictions/8dmu_A/seed_42/predictions/8dmu_A_sample_0.cif
8dp9_A,eval-val,protenix_v2_single_seq,0.290111,0.327025,0.103383,7.514484,1057,single_seq/single_seq/8dp9_A/predictions/8dp9_A/seed_42/predictions/8dp9_A_sample_0.cif
8dqd_A,eval-val,protenix_v2_single_seq,0.325683,0.398289,0.087162,14.114728,2887,single_seq/single_seq/8dqd_A/predictions/8dqd_A/seed_42/predictions/8dqd_A_sample_0.cif
8dx0_A,eval-val,protenix_v2_single_seq,0.434279,0.525404,0.22482,4.741818,1115,single_seq/single_seq/8dx0_A/predictions/8dx0_A/seed_42/predictions/8dx0_A_sample_0.cif
8e0r_A,eval-val,protenix_v2_single_seq,0.22618,0.292365,0.009569,13.000362,3370,single_seq/single_seq/8e0r_A/predictions/8e0r_A/seed_42/predictions/8e0r_A_sample_0.cif
8e5h_A,eval-val,protenix_v2_single_seq,0.494565,0.678824,0.353261,7.368461,2763,single_seq/single_seq/8e5h_A/predictions/8e5h_A/seed_42/predictions/8e5h_A_sample_0.cif
8eb9_A,eval-val,protenix_v2_single_seq,0.266422,0.31379,0.058989,7.644797,653,single_seq/single_seq/8eb9_A/predictions/8eb9_A/seed_42/predictions/8eb9_A_sample_0.cif
8ec3_A,eval-val,protenix_v2_single_seq,0.485599,0.776022,0.301613,3.960261,1229,single_seq/single_seq/8ec3_A/predictions/8ec3_A/seed_42/predictions/8ec3_A_sample_0.cif
8eo5_A,eval-val,protenix_v2_single_seq,0.281481,0.380741,0.012963,11.365633,2025,single_seq/single_seq/8eo5_A/predictions/8eo5_A/seed_42/predictions/8eo5_A_sample_0.cif
8eov_A,eval-denovo,protenix_v2_single_seq,0.850135,0.951494,0.92446,0.623962,1181,single_seq/single_seq/8eov_A/predictions/8eov_A/seed_42/predictions/8eov_A_sample_0.cif
8es6_A,eval-test,protenix_v2_single_seq,0.257873,0.365975,0.027326,12.394678,3349,single_seq/single_seq/8es6_A/predictions/8es6_A/seed_42/predictions/8es6_A_sample_0.cif
8ev4_A,eval-test,protenix_v2_single_seq,0.316721,0.364685,0.119565,6.599256,835,single_seq/single_seq/8ev4_A/predictions/8ev4_A/seed_42/predictions/8ev4_A_sample_0.cif
8ew1_A,eval-test,protenix_v2_single_seq,0.22858,0.305591,0.0625,10.790413,2215,single_seq/single_seq/8ew1_A/predictions/8ew1_A/seed_42/predictions/8ew1_A_sample_0.cif
8ew9_A,eval-test,protenix_v2_single_seq,0.297087,0.332836,0.070539,8.909112,1857,single_seq/single_seq/8ew9_A/predictions/8ew9_A/seed_42/predictions/8ew9_A_sample_0.cif
8ey3_A,eval-test,protenix_v2_single_seq,0.463287,0.34825,0.158333,4.747032,446,single_seq/single_seq/8ey3_A/predictions/8ey3_A/seed_42/predictions/8ey3_A_sample_0.cif
8ez6_A,eval-test,protenix_v2_single_seq,0.58541,0.716297,0.646154,1.857346,512,single_seq/single_seq/8ez6_A/predictions/8ez6_A/seed_42/predictions/8ez6_A_sample_0.cif
8ezw_A,eval-test,protenix_v2_single_seq,0.475203,0.527084,0.212121,5.569969,1051,single_seq/single_seq/8ezw_A/predictions/8ezw_A/seed_42/predictions/8ezw_A_sample_0.cif
8f8n_A,eval-test,protenix_v2_single_seq,0.556192,0.649675,0.314189,6.277918,1168,single_seq/single_seq/8f8n_A/predictions/8f8n_A/seed_42/predictions/8f8n_A_sample_0.cif
8f9o_A,eval-test,protenix_v2_single_seq,0.255427,0.366662,0.033368,12.336141,3864,single_seq/single_seq/8f9o_A/predictions/8f9o_A/seed_42/predictions/8f9o_A_sample_0.cif
8fbc_A,eval-test,protenix_v2_single_seq,0.348783,0.46446,0.19402,10.395362,3100,single_seq/single_seq/8fbc_A/predictions/8fbc_A/seed_42/predictions/8fbc_A_sample_0.cif
